Age,Annual Income,Location Code,Marital Status,Brand Loyalty,Hours Online,Years subscribed,Gender,Education Level,City,Renew
42.0,44588.77010745861,Urban,Divorced,0.3440108321880027,6.60611258722231,4.0,M,College,Osaka,Yes
52.0,57307.87760341837,Rural,Single,-0.2350424798201079,7.266320725315649,7.0,M,High School,Tokyo,No
42.0,47290.01092103249,Urban,,0.5269772470967056,6.172118713039012,9.0,F,Graduate School,Kyoto,Yes
,43425.98079129377,Rural,Divorced,-0.4136899967575805,6.675327903660253,5.0,F,Graduate School,Osaka,No
54.0,82626.38638415943,Rural,Single,0.1882921782205414,5.459358151224733,5.0,M,Graduate School,Osaka,No
59.0,48033.30386776675,Urban,Divorced,-0.27775783182634545,8.669000361926125,4.0,M,Graduate School,Tokyo,Yes
42.0,61148.75403868715,Urban,,0.762617914913014,7.174044915462717,6.0,M,Graduate School,Osaka,Yes
48.0,55483.677622903124,Urban,Divorced,-0.3319854449818402,6.834106297057862,2.0,M,College,Tokyo,No
56.0,57815.18899660427,Urban,Single,0.4114425958054536,6.379720430087005,5.0,,College,Osaka,Yes
39.0,36556.90007371815,Urban,Divorced,0.5462300014763073,5.785748876709892,3.0,M,Graduate School,Osaka,Yes
33.0,30596.023200236203,Rural,Divorced,1.0617278205249934,5.74823546631335,5.0,F,College,Tokyo,Yes
43.0,40942.83449053219,Rural,Divorced,0.16963064991722865,6.619623727706284,7.0,F,Graduate School,Osaka,Yes
49.0,44032.31566629065,Suburban,Married,0.5742494066539986,5.038997211351767,5.0,,Graduate School,Tokyo,No
37.0,73122.88886182931,Rural,Married,-0.24382369610356802,4.654020735541252,7.0,M,,Tokyo,No
55.0,47325.71791237138,Rural,Married,-0.5917034869134218,7.048053135350901,7.0,F,Graduate School,Osaka,No
50.0,36580.68207071915,Urban,Divorced,0.7133295386121119,5.562650923009794,4.0,M,College,Tokyo,Yes
57.0,56271.43959318304,Rural,Married,0.3664156312519485,6.695431833772787,4.0,M,College,Kyoto,No
55.0,48272.73515025484,Rural,Married,0.3064868744042181,5.547343940556623,2.0,F,College,Osaka,No
56.0,58858.21466383536,Suburban,Divorced,-0.1382526861064951,7.493078935732853,6.0,F,High School,Tokyo,Yes
45.0,75515.45319848988,Urban,Single,-0.19481088014016262,7.277508731830409,2.0,M,Graduate School,,Yes
47.0,77041.48368705166,Rural,Married,0.17104385390468102,4.420278295010709,5.0,M,High School,Kyoto,No
42.0,56536.70399808534,Suburban,Divorced,0.9237589858256207,5.154410740101557,4.0,F,College,Tokyo,Yes
50.0,,Urban,Single,0.4192744707431641,7.590014516138339,6.0,M,College,Kyoto,Yes
60.0,37901.90524563621,Rural,Married,0.2456628002542444,6.301592206299901,4.0,F,Graduate School,Tokyo,No
,61166.686594109095,Urban,Married,-0.2966575255507531,8.10305917416325,6.0,F,High School,Kyoto,Yes
62.0,60254.4729628829,Suburban,Divorced,0.022453818894538194,6.661720394382499,3.0,,High School,Tokyo,
56.0,66089.94017174892,Urban,Divorced,0.27303181703746465,5.8248525171286385,6.0,M,Graduate School,Osaka,Yes
46.0,53409.208635958144,Rural,Divorced,0.5242018857686157,6.0192425098341475,8.0,M,High School,Tokyo,Yes
72.0,58820.33505241147,Rural,Divorced,-0.15537464303145607,6.996247999166057,2.0,M,Graduate School,Osaka,Yes
36.0,58398.02868901928,Suburban,Married,1.0708233403721954,5.815188350496855,3.0,M,High School,Kyoto,Yes
43.0,67317.68208220793,Urban,Divorced,0.4112693782025361,6.184352992979766,6.0,F,High School,Kyoto,Yes
59.0,,Urban,Divorced,-0.0994813558299476,7.321412232630435,8.0,F,College,Tokyo,Yes
48.0,54084.69531704701,Rural,Divorced,0.044067735192557037,4.314934739765116,6.0,M,College,Kyoto,No
44.0,51153.11405804979,Urban,Divorced,0.318172873948606,7.32064151828492,4.0,F,High School,Osaka,Yes
53.0,67581.97911128827,Urban,Divorced,0.12594141430465974,6.177186620527539,5.0,M,College,Kyoto,No
56.0,55295.97293515827,Suburban,Married,-0.17083458605251503,9.278198625804336,7.0,M,Graduate School,Tokyo,No
43.0,52798.28337262447,Suburban,Divorced,-0.8048677606537273,6.451751025929676,4.0,F,High School,Tokyo,No
48.0,58796.09445475143,Rural,Divorced,-0.11879868875953498,5.108123958563123,7.0,F,High School,Kyoto,No
46.0,62272.08928726645,Suburban,Single,,5.733302973133001,7.0,M,Graduate School,Kyoto,Yes
54.0,47368.29834618406,Rural,Divorced,0.293054584044424,6.757151820049594,2.0,F,,Osaka,Yes
65.0,57633.01187436953,Urban,Divorced,-0.027167546512517585,6.2931940352341735,6.0,F,High School,Osaka,Yes
59.0,98754.99686067898,Suburban,Married,0.12766229413497085,5.929018588571096,5.0,M,College,Tokyo,No
49.0,52165.18510543384,Urban,Single,0.1566190951406905,7.285544082347121,3.0,M,Graduate School,Osaka,Yes
49.0,64056.27691903212,Suburban,Married,0.18613484407133035,7.519001124317345,4.0,F,Graduate School,Osaka,Yes
40.0,45326.28634580992,Urban,Divorced,0.7430819150586881,6.462796835803202,4.0,M,College,Tokyo,Yes
52.0,66555.92366872863,Suburban,Divorced,0.23095222416340278,6.100134395031577,5.0,M,High School,Tokyo,Yes
56.0,51978.47226884784,Rural,Single,0.31894887229880603,6.444394879980648,,F,Graduate School,Osaka,Yes
54.0,69824.60047577336,Urban,Married,-0.517602510762241,7.655014855543175,3.0,M,College,Kyoto,Yes
54.0,70297.51820925128,Urban,Married,-0.3901381074270881,6.984144354568532,8.0,M,High School,Osaka,No
,58701.07433674624,Urban,Divorced,-0.6367263933800101,8.225714653223601,3.0,F,Graduate School,Osaka,Yes
56.0,52228.48111346295,Suburban,Divorced,0.4014627383331516,6.347663351490455,3.0,M,Graduate School,Osaka,Yes
47.0,72979.32162692514,Suburban,Married,0.5205068864703186,6.560950125295723,7.0,M,College,Osaka,Yes
41.0,44000.72519844379,Suburban,Married,0.16407358889088375,6.686061573110462,4.0,F,High School,Osaka,Yes
58.0,79964.38713379555,Suburban,Divorced,0.25498859088463194,6.394628708595344,7.0,M,Graduate School,Osaka,Yes
54.0,60232.26134680279,Suburban,Married,0.3650537266655213,5.472625330648403,4.0,F,High School,Kyoto,No
46.0,58449.1810866945,Suburban,Single,0.4829987662215595,6.6627136188825755,5.0,F,Graduate School,Tokyo,Yes
50.0,52199.78575501806,Suburban,Married,0.4870827674920289,5.034854555609631,4.0,M,Graduate School,Tokyo,Yes
51.0,55232.30631621077,Urban,Single,0.09096353709729636,8.245661560050172,4.0,F,Graduate School,Osaka,Yes
35.0,56491.08998927108,Suburban,Divorced,-1.5,3.5071822297016064,4.0,F,High School,Osaka,No
,62658.4259575521,Urban,Divorced,0.8762343657259205,6.849892145570106,4.0,F,College,Osaka,Yes
53.0,23225.696405595474,Rural,,0.36468629948910747,7.245502050548273,4.0,F,Graduate School,Kyoto,Yes
36.0,64834.25984064425,Rural,Divorced,0.9836723279107074,6.675348066562248,5.0,M,Graduate School,Tokyo,Yes
39.0,48880.51989752337,Rural,Single,0.4668313807963595,6.331119179539796,6.0,M,Graduate School,Tokyo,Yes
60.0,62463.57499161314,Rural,Married,-0.02270380925605639,6.2201799526456965,3.0,F,Graduate School,Osaka,No
48.0,48461.037584301586,Suburban,Married,-0.7979798201570192,7.017648221584013,3.0,F,High School,Kyoto,No
40.0,60826.574429051485,Rural,Married,-0.6848596640805676,4.435962618038423,5.0,F,High School,Tokyo,No
56.0,52137.13006333852,Rural,Married,0.24956247308755775,8.485136191836562,7.0,F,High School,Osaka,No
53.0,57371.23892761011,Urban,Single,0.29049324101285645,6.452068192758549,7.0,F,College,Osaka,Yes
48.0,39223.540123597006,Urban,Single,0.743192876149032,6.841599845656375,9.0,M,Graduate School,Osaka,Yes
47.0,64592.880208719485,Rural,Divorced,0.37928781087371966,7.159927626090309,5.0,F,College,Tokyo,Yes
36.0,47728.89536979738,Rural,Divorced,0.6195578801196575,7.132015295800287,3.0,F,Graduate School,Osaka,Yes
61.0,43848.951868953256,Suburban,Divorced,0.6381915360449977,4.279247561889872,6.0,F,High School,Tokyo,Yes
36.0,57079.12267964072,Suburban,Married,-0.8249369211143694,5.497207201862708,4.0,M,Graduate School,Osaka,
58.0,46322.7651989654,Suburban,Divorced,-0.13520232405077093,7.600052969983598,4.0,F,College,Kyoto,Yes
53.0,67774.51627817574,Suburban,Married,-0.10400992242422927,7.261195562884182,5.0,F,Graduate School,Osaka,Yes
58.0,76898.96433668182,Suburban,Divorced,0.10527906913555844,8.73291017593349,5.0,M,College,Kyoto,Yes
55.0,63881.644375676726,Rural,Married,0.22980436157494216,7.341027855075936,4.0,F,High School,Kyoto,No
38.0,42487.24283834807,Urban,Divorced,0.9902284707154417,5.416382336134385,6.0,F,Graduate School,Osaka,Yes
40.0,35026.65112628134,Urban,Divorced,0.6097334756894051,7.729353517451119,4.0,F,Graduate School,Kyoto,Yes
51.0,36438.56742849467,Rural,Married,-0.05474598757901744,5.307863493505304,7.0,F,High School,Kyoto,No
54.0,52378.85417435849,Rural,Married,0.19786705155691606,6.751125820656117,5.0,F,College,Kyoto,No
60.0,55269.597498140196,Suburban,Single,0.4946260436145763,5.535056987283962,6.0,F,Graduate School,Kyoto,Yes
58.0,63544.64185756375,Suburban,Divorced,0.43015446518929756,5.19828739685537,3.0,M,College,Kyoto,Yes
35.0,52146.43431713666,Suburban,Divorced,0.6957229519171793,6.88743282315314,5.0,M,College,Kyoto,Yes
46.0,47912.08432890921,Urban,Single,0.23689720977310783,5.358677997964106,3.0,F,Graduate School,Tokyo,Yes
60.0,58197.38499165213,Urban,Single,-0.2579531814611696,7.672832800347549,5.0,M,High School,Kyoto,Yes
49.0,71779.75791202814,Suburban,Single,0.7935358839599782,4.76606807552562,6.0,F,High School,,Yes
43.0,38453.133139503625,Urban,Divorced,-0.22448222369571463,9.999999999999998,2.0,F,High School,Tokyo,Yes
44.0,68423.78428041218,Urban,Married,-0.2714124798810172,4.747902218981207,2.0,F,High School,Tokyo,No
47.0,67624.4926457965,Urban,Divorced,0.8582212069929759,6.878574641536075,5.0,M,High School,Kyoto,Yes
43.0,43785.35717036881,Rural,Single,0.4333362330730715,7.59455984488863,3.0,F,Graduate School,Kyoto,Yes
58.0,45945.89310852018,Suburban,Single,0.9121815581670963,6.000141666076201,2.0,F,Graduate School,Osaka,Yes
50.0,42800.67691692755,Urban,Divorced,,6.376289370739434,4.0,F,High School,Tokyo,Yes
56.0,36995.28024352671,Urban,Divorced,-0.48337422776526207,6.167713305930211,5.0,M,,Kyoto,Yes
45.0,42643.66462705447,Suburban,Married,-0.23400846351483529,7.989173768364619,4.0,F,College,Kyoto,Yes
54.0,70065.14481640712,Urban,Divorced,0.2873160068674524,7.473266760673091,3.0,F,High School,Osaka,Yes
46.0,62871.31583992794,Urban,Married,-0.539774551788743,6.749503114712876,4.0,M,Graduate School,Kyoto,No
36.0,69656.04560169423,Rural,Divorced,-0.6902648957331186,4.546672222343166,6.0,M,College,Tokyo,No
50.0,63710.80129793633,Suburban,Married,0.7250645009462632,5.8053302846275034,3.0,M,College,Tokyo,Yes
56.0,42132.83690017523,Rural,Married,0.30154989893325435,5.604272158393983,5.0,M,College,Kyoto,No
26.0,56203.79730998059,Urban,Divorced,0.6117235718429822,5.938513886992913,6.0,F,College,Tokyo,Yes
50.0,37143.211064108764,Suburban,Divorced,-0.22727294271478599,7.727082674927931,4.0,F,College,Osaka,Yes
63.0,47034.10078851539,Rural,Married,0.7219905148470062,5.454052257838101,8.0,M,High School,Kyoto,No
45.0,58551.29957040587,Urban,Married,0.1338338490784157,5.991828827040843,4.0,F,High School,Kyoto,Yes
62.0,37113.53300365993,Suburban,Divorced,0.5891148873555242,5.6914467205075026,5.0,F,Graduate School,Kyoto,Yes
45.0,42061.807805668344,Urban,Divorced,0.2566314404392271,6.76488206094285,5.0,M,College,Kyoto,Yes
58.0,59369.37733080484,Urban,Divorced,,6.042679274287406,3.0,M,High School,,Yes
,69090.94295099114,Rural,Divorced,-0.272710948346851,6.312431421387336,5.0,M,High School,Tokyo,Yes
44.0,33038.86767043031,Rural,Married,-0.133038107588061,6.6604107264871395,6.0,M,Graduate School,Tokyo,No
59.0,60852.59091788982,Urban,Divorced,0.4840420278387168,7.243651829953524,6.0,M,College,Osaka,Yes
49.0,46244.25026674099,Rural,Divorced,-0.1251461469106648,6.703580208657261,3.0,M,Graduate School,Tokyo,No
47.0,56103.56964798251,Suburban,Single,-0.08821247379405944,4.570857488351582,3.0,M,High School,Osaka,No
50.0,58079.68446802355,,Divorced,0.012497663177745595,7.455067504979072,3.0,F,,Kyoto,Yes
51.0,39328.901347260835,Suburban,Married,-0.18259271039013714,6.310704368295926,4.0,F,High School,Osaka,No
44.0,51476.54599133699,Suburban,Single,0.19404910042105844,8.471341514518926,6.0,M,Graduate School,Osaka,Yes
49.0,56346.685220658896,Rural,Married,-0.1472259212663518,6.87752571925827,7.0,F,College,Osaka,No
49.0,58404.766243993006,Rural,Married,-0.13377228383837958,7.41472404514864,4.0,M,High School,Osaka,No
51.0,76798.01946606583,Rural,Single,-0.43983014552574357,5.841072348100244,8.0,,Graduate School,Kyoto,No
45.0,34989.664584877566,Urban,Divorced,,5.093259437733033,4.0,M,Graduate School,Kyoto,Yes
43.0,58714.03925883627,Urban,Divorced,0.2834626090090504,7.321870050605042,6.0,F,High School,Tokyo,Yes
37.0,63760.98358172831,Suburban,Divorced,0.5212678074454091,7.237807516603007,6.0,F,Graduate School,Kyoto,Yes
54.0,60420.69550369899,Suburban,Married,0.1227327978447317,5.239710209272615,6.0,M,College,Osaka,No
57.0,85075.3144632716,Urban,Divorced,-0.0833271881900012,9.299096194904397,,,College,Tokyo,Yes
41.0,63221.563422217994,Urban,Married,-1.0228150125872726,7.073409960174943,3.0,M,High School,Osaka,No
55.0,42256.620293426786,Rural,Divorced,-0.372813491805305,6.717111719704792,7.0,M,High School,Osaka,No
45.0,41873.01460529553,Rural,Single,0.5437521095967256,7.325309874363639,3.0,F,,Osaka,Yes
55.0,28106.381938406095,Suburban,Married,-0.27366697282800895,5.996403810900486,6.0,F,High School,Kyoto,No
68.0,47197.58272891351,Urban,Married,0.04115857687768444,6.619289774586093,6.0,M,Graduate School,Osaka,Yes
41.0,42439.812426321434,Urban,Divorced,0.44131281318857196,8.816642762265683,7.0,M,College,Tokyo,Yes
54.0,38243.820340184146,Urban,Divorced,-0.20068196234785496,8.465127705737789,8.0,,High School,Kyoto,Yes
45.0,68874.75581795254,Rural,Married,-0.5061703800733905,2.658364496090311,4.0,M,Graduate School,Osaka,No
49.0,32742.50002560531,Suburban,Married,-0.2562556663802149,7.7517320751127,5.0,F,College,Tokyo,
37.0,64198.673144774126,Rural,Married,-0.6728682597306433,3.7200190085706213,5.0,M,Graduate School,Kyoto,No
51.0,42739.95849357624,Suburban,Married,-0.27847057664581704,7.461184400142672,6.0,F,High School,Kyoto,No
39.0,60323.43168426627,Urban,Divorced,0.6451649544250463,5.807843851332596,4.0,F,Graduate School,Kyoto,Yes
40.0,46574.711137147155,Rural,Divorced,-1.0642562387573424,2.747337577023595,3.0,M,High School,Osaka,No
58.0,40110.3486598626,Rural,Single,0.062320952969152126,6.404972566089195,7.0,M,High School,Osaka,No
33.0,43609.23912631751,Suburban,Single,0.9093276354201141,5.382121350914494,4.0,M,Graduate School,Tokyo,Yes
35.0,39414.79943361987,Urban,Divorced,0.30351196530141444,7.900678025588618,5.0,M,High School,Kyoto,Yes
54.0,51892.55128348815,Rural,Divorced,-0.2013786552997684,8.152258788542982,5.0,F,Graduate School,Kyoto,Yes
48.0,77382.22907507754,Suburban,Divorced,0.32625939391227465,6.915087485181091,7.0,F,Graduate School,Osaka,Yes
30.0,56463.83758809339,Suburban,Single,0.9386775330402931,5.788941925357937,6.0,M,College,Tokyo,Yes
26.0,59754.06647580086,Urban,Divorced,1.1064838927785139,6.467007365817979,,M,High School,Osaka,Yes
57.0,56406.62321205792,Suburban,Divorced,-0.07249536780351681,6.558512400423147,4.0,M,High School,Tokyo,Yes
51.0,64685.80205669264,Urban,Divorced,0.16880833273159124,6.692409086537377,4.0,F,High School,Osaka,Yes
58.0,47612.58218149655,Urban,Divorced,0.3881381821597846,7.344419043145094,7.0,M,High School,Osaka,Yes
42.0,66353.08883661899,Rural,Married,-0.4105627979101363,6.920630632617914,5.0,M,Graduate School,Kyoto,No
42.0,31114.49076225889,Urban,Single,0.7217047971144258,6.197066520193163,6.0,F,Graduate School,Osaka,Yes
45.0,50991.61109723308,Urban,Divorced,0.09114636000561463,6.928211585076427,7.0,F,Graduate School,Osaka,Yes
40.0,57729.03346484752,Suburban,Divorced,0.706787782948718,,4.0,F,Graduate School,Osaka,Yes
51.0,67183.77064655312,Rural,Married,-0.2326816174769465,5.297703369563618,8.0,M,High School,Osaka,No
37.0,44278.103401858534,Suburban,Divorced,0.7766474026447254,6.237972907750593,3.0,F,Graduate School,Kyoto,Yes
44.0,45624.8144467262,Rural,Single,0.18731085433441608,5.973000962112237,4.0,M,High School,Osaka,No
52.0,43686.504977454686,Rural,Married,0.7423849076853033,7.307783893671807,6.0,M,College,Tokyo,No
41.0,77983.29545710844,Urban,Single,0.7963548796471861,6.741176123717737,5.0,M,High School,Tokyo,Yes
42.0,65974.72583390021,Urban,Married,-0.7421078220095118,5.591711900848664,3.0,M,Graduate School,Osaka,No
71.0,69465.08112916237,Urban,Divorced,0.4081652190818414,6.178691772063972,7.0,M,Graduate School,,Yes
49.0,29735.7570264936,Urban,Single,0.3488306029221717,7.086268783696324,2.0,F,Graduate School,Tokyo,Yes
40.0,58451.713281413264,Urban,,0.1020344171318605,7.56868562936965,6.0,M,College,Kyoto,Yes
63.0,69249.45492639243,Urban,Divorced,-0.269291312582862,8.104356484496892,2.0,M,Graduate School,Kyoto,Yes
49.0,62179.992802779954,Suburban,Married,0.6422770638406287,6.132091973370945,8.0,M,High School,Tokyo,Yes
50.0,74828.93914612608,Suburban,Single,0.08340597618345189,6.64926928817209,4.0,F,Graduate School,,No
47.0,49706.57550517399,Rural,Single,-0.053128840140415454,4.871830154069995,8.0,M,High School,Kyoto,No
39.0,60779.34567389637,Rural,Single,-0.5063428471474721,5.082097062047495,7.0,F,Graduate School,Osaka,No
40.0,64592.85150075844,Suburban,Divorced,0.5625077311419466,5.498923564234298,5.0,M,Graduate School,Osaka,Yes
40.0,45234.80138934756,Urban,Divorced,-0.044525868460386225,7.7351693142172255,1.0,F,Graduate School,Kyoto,Yes
56.0,86172.04100369645,Urban,Married,0.5371262083421684,4.315812909542879,6.0,M,College,Tokyo,Yes
45.0,58250.84318681953,Rural,Married,-0.8958497625517303,7.740679119813162,5.0,M,Graduate School,Osaka,No
52.0,54684.42361395704,Rural,Single,-0.15422676452298686,4.46486862567276,6.0,M,College,Osaka,No
42.0,,Urban,Divorced,0.16571643919055384,8.133263730349247,3.0,M,College,Osaka,Yes
51.0,66808.02403472812,,Divorced,-0.2046970537940751,7.059444931443335,5.0,F,Graduate School,Osaka,No
48.0,42375.920954366055,Suburban,Divorced,-0.060547543719088784,6.059043905310624,7.0,F,High School,Kyoto,Yes
60.0,52616.3731604681,Suburban,Divorced,-0.2113024172428299,7.851634902848074,5.0,M,College,Kyoto,Yes
46.0,77301.59273666874,Rural,Single,-0.5337983934647973,6.956844055235854,5.0,F,High School,Tokyo,No
52.0,58831.87330623012,Rural,Single,0.47702647046538693,6.587603286036078,4.0,F,Graduate School,Kyoto,No
47.0,63105.72958778849,Urban,Divorced,0.5959189747324644,5.6413829072510575,7.0,M,Graduate School,Kyoto,Yes
50.0,66282.54206150325,Suburban,Divorced,-0.26745496322256535,6.858910813565222,2.0,F,Graduate School,Kyoto,No
45.0,66448.075833709,Suburban,Single,,8.22112360925026,5.0,M,Graduate School,Osaka,Yes
43.0,65319.41092527526,Rural,Divorced,0.2966080228452443,5.954340600489856,6.0,M,Graduate School,Osaka,Yes
32.0,70842.50090008735,Suburban,Divorced,1.3120068182683513,5.808534989328773,4.0,F,College,Tokyo,Yes
55.0,55401.491408928545,Suburban,Divorced,0.415812670523816,7.085757025563011,5.0,F,Graduate School,Kyoto,Yes
58.0,61101.36935688526,Rural,Divorced,1.0768112596450694,7.203924405517872,5.0,M,High School,Tokyo,No
48.0,58385.74203721287,Suburban,Married,-0.24650216662179825,6.845194732858212,7.0,F,High School,Tokyo,No
38.0,57636.94100724095,Urban,Divorced,0.529211619738798,6.03322730059222,3.0,M,College,Tokyo,Yes
56.0,44841.5827436295,Rural,Single,-0.13933991943530605,6.563883569055284,6.0,M,College,Osaka,Yes
51.0,36216.99940956605,Rural,Divorced,0.5410074185140453,7.577709363706046,2.0,M,College,Tokyo,Yes
59.0,51640.37363191321,Urban,,0.21012728049114396,6.7959309555022465,4.0,F,Graduate School,Tokyo,Yes
53.0,54705.00106475887,Rural,Divorced,-0.21870013607592448,5.813602590578688,6.0,M,Graduate School,Tokyo,No
43.0,50321.60553211358,Urban,Married,0.559147590225705,6.459692060438266,7.0,M,College,Kyoto,Yes
55.0,39541.184647651375,Suburban,Divorced,-0.1306716880214048,7.519894839759746,6.0,F,Graduate School,Kyoto,No
56.0,54828.7863790822,,Married,-0.5400614489016777,7.773409170062255,7.0,F,High School,Osaka,No
62.0,44387.16895189788,Suburban,Married,-0.34956926661987214,8.748922277184402,3.0,F,High School,Tokyo,Yes
55.0,57857.58267414405,Rural,Divorced,0.26380248115891347,6.524792140702063,4.0,F,Graduate School,Kyoto,Yes
51.0,46989.231244069364,,Married,-0.017092845787353567,5.433617042637523,7.0,M,High School,Osaka,No
49.0,39216.58264385525,Rural,Married,0.6647236110659059,5.9212662227967465,5.0,F,College,Tokyo,No
66.0,43630.7624406261,Urban,Single,-0.5882612710029197,9.308018159117399,6.0,M,College,Kyoto,Yes
50.0,28482.70784547807,Rural,Married,-0.2840149969873821,4.6206394006000275,4.0,M,Graduate School,Osaka,No
49.0,66757.81818616735,Suburban,Married,-0.41852293722709105,3.8047151933169556,5.0,M,College,Tokyo,No
53.0,,Rural,Single,0.02483729207332315,8.033889764008014,6.0,M,College,Tokyo,Yes
51.0,57196.75819071773,Urban,Divorced,0.1497608707419891,6.984264197378549,5.0,F,Graduate School,Osaka,Yes
48.0,46365.36949965887,Rural,Married,-0.0008278592646964317,7.032060842095071,5.0,F,College,,No
52.0,39073.17003579714,Suburban,Single,-0.09302622069200414,7.616028008001171,3.0,M,High School,Osaka,Yes
68.0,64222.81516936821,Rural,Single,-0.06901936633477551,8.307556790900506,4.0,F,High School,Osaka,Yes
52.0,73447.922863051,Urban,Divorced,-0.29398587177760116,7.535492575443196,4.0,F,Graduate School,Tokyo,Yes
48.0,56314.49240650742,Suburban,Divorced,-0.9070319671080996,6.531303677171374,7.0,M,Graduate School,Kyoto,No
41.0,60614.91202998068,Urban,Divorced,0.44931514822509977,7.4070061881197375,5.0,F,College,Tokyo,Yes
40.0,30178.696817136388,Urban,Married,0.08400956531117731,7.61013169303744,4.0,F,High School,,Yes
48.0,57933.982391236816,Suburban,Married,0.16251983385744656,7.451258544658794,5.0,F,High School,Kyoto,No
64.0,54006.59917994132,Suburban,Single,-0.29681808298846507,6.497930057832021,6.0,M,College,Kyoto,Yes
53.0,81110.66234966206,Urban,Divorced,0.7271134497739082,5.557466369342553,7.0,F,College,Osaka,Yes
51.0,40466.45153920313,Rural,Married,-0.3521390896716844,6.873225886732461,5.0,F,College,Kyoto,No
45.0,44344.678772353465,Rural,Divorced,0.10006234472782155,4.209501250538765,4.0,F,College,Kyoto,No
44.0,77855.2543545325,Suburban,Married,-0.9319392687889688,6.606736582322888,7.0,M,Graduate School,Osaka,No
49.0,47605.27570302771,Urban,Divorced,0.6056826974259445,5.587529600165727,7.0,F,High School,Osaka,Yes
49.0,55427.198657642206,Urban,Married,,5.017859789005354,5.0,M,Graduate School,Tokyo,Yes
70.0,57488.284026918715,Urban,Divorced,0.060109502975302105,,5.0,F,Graduate School,Osaka,Yes
64.0,74587.04161580544,Suburban,Single,0.1415141466626733,5.496642206736696,6.0,M,High School,Kyoto,Yes
61.0,38935.651989885344,Suburban,Single,0.5507731153199162,6.930425321154726,5.0,M,High School,Osaka,Yes
48.0,43852.542466568986,Rural,Divorced,0.3510019513411804,6.77105877616719,3.0,F,High School,Tokyo,Yes
58.0,55969.11010186276,Urban,Married,0.10394466112452658,5.244541308525843,4.0,F,Graduate School,Osaka,No
53.0,57951.42155094452,Rural,Married,-0.0676237218019835,6.741892533521257,6.0,M,High School,Tokyo,No
45.0,39092.5496112338,Rural,,-0.1316695622620543,3.8679542444156847,5.0,F,College,Tokyo,No
49.0,70314.73315956556,Rural,Single,-0.3310271703389108,2.563120229916318,5.0,M,Graduate School,Tokyo,No
50.0,72188.47767040663,Urban,Single,0.5968615654418886,6.740091440930846,5.0,F,Graduate School,Kyoto,Yes
61.0,62153.04355947736,Suburban,Married,0.23234093303060735,,5.0,M,High School,Osaka,No
34.0,39367.76493065382,Rural,Single,0.7649611374496789,6.87934815493443,2.0,F,Graduate School,Kyoto,Yes
48.0,59688.29204739461,Suburban,Single,-0.8785825345927892,4.300676638222834,7.0,F,High School,Kyoto,No
42.0,50726.789423827024,Rural,Divorced,-0.8718254063786187,5.336725320654574,4.0,M,High School,Kyoto,No
47.0,60489.81430040837,Suburban,Married,0.26472771210732804,5.12669784517049,4.0,F,High School,Kyoto,No
55.0,49940.13931656531,Suburban,Single,0.0368919514352002,6.8125560353445485,8.0,M,College,Kyoto,Yes
48.0,48115.740041311175,Rural,Divorced,-0.24235291052395325,7.276611441755959,6.0,F,High School,Tokyo,No
49.0,81748.32470101734,Suburban,Married,0.09512718990241545,5.486376536193097,6.0,M,High School,Kyoto,No
44.0,64051.5877489546,Suburban,Married,-0.9317159870634775,5.180626867460802,5.0,M,Graduate School,Osaka,No
48.0,58740.248828164666,Rural,Married,0.3980803843076669,4.637264963283204,5.0,M,High School,Tokyo,No
59.0,59506.27804328975,Suburban,Divorced,-0.24565317380807333,7.628481152574738,6.0,F,College,Tokyo,Yes
51.0,48126.926403411184,Urban,Single,0.5216194047547236,6.698387016742743,2.0,F,College,Tokyo,Yes
43.0,56042.86450149265,Rural,Divorced,0.4152493482457335,7.8356758923724135,6.0,M,Graduate School,Osaka,Yes
49.0,54807.6773453457,Suburban,Married,-0.5702068382506759,5.65969654806676,4.0,M,High School,Kyoto,No
62.0,83138.01884207429,Urban,Single,0.5336384717159779,6.807241016240862,5.0,F,College,Tokyo,Yes
40.0,59452.32053962615,Urban,Divorced,0.6038837834313805,8.363058965159558,5.0,F,College,Kyoto,Yes
39.0,54772.21127730037,Urban,Single,0.6135944228618092,6.570848128205912,3.0,M,College,Kyoto,Yes
60.0,76176.01390978563,Suburban,Single,0.36077343292581626,7.267974642272781,1.0,M,High School,Tokyo,Yes
47.0,80933.56268068169,Rural,Married,-0.4595064389855158,5.564052529278475,4.0,M,High School,Osaka,No
52.0,57658.42621061642,Rural,Single,-0.7061428005837811,4.605525748283769,4.0,M,Graduate School,Tokyo,No
46.0,61948.152413398944,Urban,Divorced,0.39480975064420337,6.422172038183527,5.0,M,Graduate School,,Yes
57.0,71879.82777513501,Suburban,Single,0.0731770259427351,6.712281727318156,4.0,F,College,Osaka,No
56.0,61966.86287943029,Urban,Divorced,0.3933964616708487,7.332650321040228,8.0,F,College,Tokyo,Yes
,50499.56922948765,Rural,Married,-0.3652398623670929,5.3608813118977166,6.0,F,College,Tokyo,No
49.0,28586.149256480126,Rural,Single,0.4702820458219446,5.445689787794426,6.0,F,Graduate School,Kyoto,Yes
42.0,68160.88890327192,Urban,Married,0.25595830942059933,7.018893402946588,4.0,M,High School,Tokyo,Yes
47.0,75526.00555879773,Urban,Married,0.9330251886593124,5.04900850339756,4.0,M,College,Osaka,
