Age,Monthly Income,Location Code,Marital Status,Brand Loyalty,Online Activity,Years subscribed,Gender,Education Level,City,Renew
47.0,4749.186984134323,Rural,Single,-0.9989269734114463,5.940478250664967,,Female,High School,Manchester,Yes
46.0,5611.768771390793,Suburban,Divorced,0.2342547165034053,5.865626609628421,2.0,Male,Graduate School,London,Yes
70.0,3250.0501777915324,Urban,Divorced,1.261903766547585,4.071639402070396,3.0,Male,High School,Manchester,Yes
44.0,5232.535592066765,,Divorced,0.5122104892749317,5.03383580305574,5.0,Male,Graduate School,Manchester,Yes
37.0,6484.14683158753,Suburban,Married,0.6114792600111861,7.815728364374752,5.0,Male,High School,Manchester,No
,5614.957573614298,Rural,Single,-0.4423350589516263,4.556652401451432,4.0,Male,College,Manchester,Yes
48.0,4667.273143749311,Urban,Single,0.4394479336195026,6.600275280451728,5.0,Male,,New Castle,Yes
51.0,5348.410495727999,Rural,Married,0.16451760496917564,6.132362556832654,5.0,Female,College,London,No
50.0,4680.687004640475,Rural,Married,0.3107774322742266,4.031921051356086,5.0,Female,High School,,No
47.0,4347.049696718271,Urban,Divorced,-0.06299663663056856,6.001782891612066,4.0,Female,Graduate School,Manchester,Yes
45.0,4117.236053334253,Suburban,Single,0.8796864639248199,7.9276304496888965,4.0,Female,High School,Manchester,Yes
41.0,5752.0260768502785,Suburban,Single,0.5458392348170658,6.511571581220877,4.0,Male,High School,New Castle,Yes
51.0,6694.09126277991,Suburban,Married,-0.1174451905478342,7.490062587510376,5.0,Male,Graduate School,London,No
51.0,6125.655364997858,Rural,Married,0.5120053004177798,6.873986571842268,7.0,Male,Graduate School,Manchester,No
52.0,5585.911838751709,Rural,Married,0.35249284706591544,6.045523300512384,2.0,Female,College,London,No
41.0,5929.456783688258,Urban,Divorced,-0.12905329056992515,5.933904791825045,3.0,Female,College,London,Yes
48.0,5663.120974445507,Urban,Divorced,0.25207825034040887,5.5802174972600325,4.0,Female,College,London,Yes
67.0,,Suburban,Divorced,-0.736269680025944,4.165976294392564,4.0,Female,Graduate School,London,Yes
54.0,7050.808082853581,Urban,Divorced,-0.19899441863955075,4.208569646575479,3.0,Female,College,Manchester,Yes
46.0,3235.971885798099,Urban,Married,1.0143422548893213,5.306301187407714,5.0,Female,Graduate School,New Castle,Yes
34.0,6477.776103749323,Rural,Divorced,-1.1880651061484826,7.393044810962126,5.0,Male,College,London,Yes
61.0,2821.0791367874695,Urban,Divorced,-0.608469622166709,4.900456636757833,8.0,Male,College,,Yes
53.0,4329.565787729902,Rural,Single,-0.2041394053901756,6.4306031837475075,5.0,Female,Graduate School,Manchester,Yes
47.0,3612.5894439041867,Urban,Single,0.03357040457894049,5.245595912599694,4.0,Female,,Manchester,Yes
59.0,6465.85134071139,Rural,Single,0.2893351562749858,8.469813956426075,7.0,Male,,New Castle,No
53.0,4890.206630416082,Urban,Single,-0.9413433275984491,3.5908342689774746,2.0,Female,College,New Castle,Yes
52.0,5358.585382224498,Rural,Divorced,-0.04231022969968398,6.92514393909878,5.0,Female,High School,New Castle,No
44.0,6126.473706087592,Urban,Divorced,-0.08243242812959234,5.864012423730154,3.0,Male,Graduate School,New Castle,Yes
57.0,5088.215326498585,Urban,Single,0.19658908001892564,5.951796090968627,5.0,Female,Graduate School,London,
29.0,5652.191647804095,Suburban,Divorced,-0.21003585053380652,5.80003748172528,5.0,Female,College,London,
35.0,4878.292447628981,Rural,Divorced,1.2932112540508487,7.633378922794252,4.0,Female,High School,Manchester,No
25.0,5734.93450609807,Suburban,Single,-0.3153462573988815,5.473916151544742,5.0,Female,Graduate School,Manchester,Yes
46.0,3293.724905457097,Urban,Single,0.025524781509720318,5.089609375120876,7.0,Male,High School,London,Yes
37.0,4347.77069004323,Rural,Single,-0.04993345521342077,5.67000277442025,3.0,Female,College,Manchester,Yes
58.0,6379.479694941309,Suburban,Married,0.24307435950094083,6.563842695749244,4.0,Male,High School,London,No
42.0,4756.033829472199,Urban,Married,0.5277977117720585,6.529919882607249,3.0,Male,,London,Yes
50.0,3848.181814859072,Suburban,Married,0.07777717427635274,4.419440548813126,6.0,Male,Graduate School,Manchester,Yes
39.0,6813.520831160695,Urban,Single,-0.17077758384425773,5.55256797504202,3.0,Female,College,London,Yes
44.0,5175.002222492958,Rural,Married,0.4650416452378903,6.583019394634629,4.0,Female,Graduate School,London,No
52.0,4036.69623375153,Urban,Divorced,0.02073346311265989,5.445257593862873,5.0,Female,Graduate School,New Castle,Yes
39.0,4002.2810234438202,Urban,Divorced,0.18074378249510253,5.213311869720227,4.0,Male,College,Manchester,Yes
41.0,6009.358094958096,Rural,Married,0.4510449712130485,7.361714074558011,6.0,Female,College,New Castle,No
59.0,3481.9153994340145,Suburban,Divorced,0.4982764752689716,3.1078817288095615,5.0,Male,College,London,Yes
32.0,6087.517757832351,Rural,Married,0.7910325651296847,8.623210476030305,7.0,Female,Graduate School,New Castle,No
48.0,6363.526665176181,Urban,Single,-0.3167344812925064,4.895212929063244,3.0,Female,High School,New Castle,Yes
45.0,3988.921046774366,,Single,0.4323139031933033,7.655527899674278,5.0,Male,College,New Castle,Yes
40.0,4257.057768302161,Suburban,Single,0.025446805124146446,6.444655699536336,5.0,Female,High School,New Castle,Yes
47.0,6391.590161874056,Suburban,Divorced,0.6965674026164091,9.5187204029375,5.0,Male,College,New Castle,No
50.0,6028.353998410784,Suburban,Married,0.2867475667439553,6.093221115120472,5.0,Female,,London,No
35.0,5520.994112019056,Rural,Married,0.796358321481612,7.739491354900384,5.0,Female,High School,Manchester,No
41.0,5631.5143990234,Rural,Married,0.6535125326373937,6.699399633076742,4.0,Male,Graduate School,London,No
41.0,6268.057778425751,Rural,Married,0.42142843357342535,6.547886229966248,5.0,Female,College,New Castle,No
50.0,4036.941373027853,,Single,0.18274456795446004,4.928520291517687,5.0,Female,College,London,Yes
44.0,5026.981024317209,Suburban,Single,-0.8731713818627942,4.643638728106636,4.0,Male,Graduate School,London,Yes
45.0,6771.468843980314,Urban,Married,-0.18546424247752374,5.4860475700588225,2.0,Female,College,New Castle,Yes
58.0,6098.255354370505,Suburban,Married,0.09786460761050703,6.133670057070926,7.0,Male,Graduate School,London,No
63.0,6401.816780651829,Urban,Married,-0.12216110615866371,5.870789222855378,6.0,Male,Graduate School,London,No
50.0,5687.019109814445,Suburban,Married,,5.4249630118349765,7.0,Male,College,Manchester,No
40.0,7102.820351399935,Suburban,Married,0.4801222232443209,8.1332834298021,4.0,Female,High School,Manchester,No
41.0,5594.5226824581,Suburban,Married,0.7048175312145286,5.8272928656505085,5.0,Male,Graduate School,New Castle,No
46.0,5843.501525889207,Rural,Married,0.0893186722129555,5.417902930562023,7.0,Female,Graduate School,New Castle,No
63.0,3170.686769113196,Urban,Single,0.13223629492517688,4.7733532119873,5.0,Female,High School,Manchester,Yes
47.0,5045.624084916306,Urban,Single,0.40912937070148103,6.334750710252341,6.0,Male,College,New Castle,Yes
59.0,5807.426124069646,Suburban,Married,,5.959894063741422,5.0,Female,Graduate School,London,No
42.0,2967.5027114872696,Urban,Divorced,0.3031395366623571,7.662632170035847,4.0,Female,College,New Castle,Yes
37.0,7205.807028560466,Urban,Divorced,0.6000152042520208,4.870596522491689,4.0,Female,Graduate School,London,Yes
53.0,4097.33878888684,Suburban,Divorced,0.15046669518830313,5.884510920676718,4.0,Male,Graduate School,London,Yes
46.0,4546.203616338971,Urban,Single,-0.20022673629568394,4.9709362796137215,3.0,Female,College,Manchester,Yes
46.0,6146.61797780218,Rural,Married,-0.08065751757997555,5.360395835391636,6.0,Female,Graduate School,Manchester,No
51.0,6412.782463560931,Urban,Married,-1.085535982048925,3.6190371158951873,4.0,Female,Graduate School,New Castle,Yes
20.0,4777.751508537017,Urban,Single,0.3766718533099159,6.592273723947489,6.0,Male,High School,London,Yes
49.0,4510.772545290345,Suburban,Divorced,-0.4144688161493454,5.391247351182898,4.0,Female,Graduate School,New Castle,Yes
40.0,6039.838682929712,Urban,Married,0.24923161161900248,5.776716955523697,2.0,Female,High School,London,Yes
55.0,6537.857083898977,Suburban,Divorced,0.13631213437537193,6.953075282576796,4.0,Female,Graduate School,New Castle,No
39.0,5522.263077524446,Suburban,Married,0.8517199946572708,6.577840417376252,4.0,Female,College,Manchester,No
42.0,5814.722540657535,Urban,Single,-0.23428169562059364,7.011638843266885,5.0,Male,High School,London,Yes
42.0,4897.438985063056,Urban,Married,0.4171410156375403,5.76686975460837,5.0,Female,College,Manchester,Yes
36.0,5553.015530707268,Urban,Divorced,-0.1892145092220161,,3.0,Female,Graduate School,Manchester,Yes
41.0,4763.381810170597,Suburban,Married,-0.14204261477998176,5.35353666917908,5.0,Male,Graduate School,London,Yes
54.0,6286.5335717725375,Suburban,Divorced,0.6127874602795116,8.016611211586728,3.0,Female,Graduate School,Manchester,No
47.0,4697.046434937157,Suburban,Divorced,0.30533397574744237,4.383445874082499,4.0,Male,Graduate School,London,Yes
50.0,6207.610517294407,Rural,Divorced,0.39074642238070006,5.835969899148189,7.0,Female,College,Manchester,No
61.0,6162.426218629185,Rural,Divorced,0.35771834639785516,6.940206126370315,3.0,Female,Graduate School,Manchester,No
42.0,6217.332657432061,Suburban,Married,0.9594125733241838,8.85692808274484,3.0,,High School,London,No
54.0,6277.227606632257,Suburban,Single,0.17411439819673905,7.016371634542353,5.0,Male,College,Manchester,No
43.0,4425.27613780528,,Divorced,-0.7804047454993326,6.459706964529248,6.0,Female,High School,London,Yes
63.0,4135.258821708547,Suburban,Divorced,0.4693525912262136,4.994833689766632,5.0,Male,Graduate School,London,Yes
27.0,,Suburban,Married,-0.17922530258588776,7.600008473706255,4.0,Female,College,New Castle,Yes
45.0,6954.059576202057,Rural,Divorced,-0.04126767423807043,7.932165736716039,6.0,Male,High School,Manchester,No
54.0,5659.181723050465,Rural,Single,-0.24445748891844493,5.012686762002655,4.0,Female,College,Manchester,Yes
55.0,,Urban,Single,0.3923791526910946,5.142196850254409,4.0,Male,High School,Manchester,No
45.0,5975.502869098517,Rural,Married,0.2054405921426553,6.372357631329843,6.0,Female,College,Manchester,No
46.0,6502.063200831291,Suburban,Married,0.43262602226080193,8.066758691323564,6.0,Female,High School,New Castle,No
37.0,5603.193614484271,Suburban,Married,-0.22331462364258037,5.074507369064474,5.0,,Graduate School,New Castle,Yes
46.0,4756.237558302945,Urban,Divorced,-0.23069895445448946,6.734012344792599,5.0,Female,Graduate School,New Castle,
51.0,6514.182757184339,Suburban,Married,-0.05328709541282636,5.442320356040619,5.0,Female,Graduate School,Manchester,No
60.0,6945.741800935264,Rural,Single,-0.3953111221173188,5.9705645901733995,8.0,Male,Graduate School,London,No
51.0,4255.210699750952,Urban,Divorced,0.21681505213012314,7.557807770431072,4.0,Male,College,New Castle,Yes
48.0,5379.51886193545,Urban,Divorced,0.27374332651906497,5.239413094808992,4.0,Male,College,Manchester,
37.0,6850.973949209567,Rural,Divorced,0.6124582932197244,9.444235627280312,6.0,Female,High School,Manchester,No
53.0,4368.590239701998,Rural,Divorced,0.6894546862516174,6.309589682414607,5.0,Female,Graduate School,London,Yes
42.0,5272.175555131349,Rural,Married,0.368705070699288,5.833009741764595,5.0,Male,High School,Manchester,
57.0,5722.878248113108,Rural,Single,-0.16043469183647802,5.241275513342915,8.0,Female,Graduate School,Manchester,No
43.0,,Rural,Divorced,0.3286983723170789,5.193175218102825,7.0,Male,High School,New Castle,No
44.0,5445.994675764029,Suburban,Married,0.9196711079280614,7.699620355947601,5.0,Female,High School,New Castle,No
50.0,4292.784711024822,Rural,Single,0.012986738088862582,4.299404711529808,5.0,Female,College,Manchester,Yes
48.0,4688.392693950024,Suburban,Single,0.5524589384900812,5.820013789796704,5.0,Female,College,Manchester,Yes
42.0,5178.125542770495,,Single,1.0444102923027334,5.168920074328219,3.0,Male,High School,Manchester,No
37.0,4626.186970289632,Urban,Divorced,-0.4409810635656828,5.790610195161301,6.0,Male,Graduate School,London,Yes
43.0,4365.467823992948,Rural,Single,0.5468023036690632,4.923399622132775,5.0,Male,Graduate School,London,No
26.0,6511.666519874876,Suburban,Divorced,-0.369808170957011,6.549121801567278,3.0,Female,High School,London,Yes
59.0,5737.001418618368,Rural,Single,0.28546207349182756,5.840655496299737,6.0,Male,College,New Castle,No
43.0,5875.21827131466,Urban,Divorced,0.07229902710457294,2.7166333999542704,4.0,Male,College,New Castle,Yes
39.0,7073.331062235153,Rural,Married,0.8514047657502402,9.670434326491897,6.0,Female,Graduate School,London,No
50.0,3600.009134820542,Suburban,Single,-0.1335064180996417,6.101432724198518,6.0,Male,College,London,Yes
48.0,6076.307223610751,Suburban,Married,,7.095537665197493,6.0,Female,College,New Castle,No
55.0,6365.303910715583,Rural,Divorced,0.027979513783118817,5.874876313236959,5.0,Male,Graduate School,New Castle,No
43.0,5566.431154328165,Rural,Married,0.507145399475206,8.241778463859712,4.0,Male,High School,London,No
49.0,5769.1494499002165,Rural,Divorced,-0.46694085527735596,3.4202255529780383,,Female,College,Manchester,Yes
31.0,5906.510641622184,Rural,Single,0.38171027945026187,6.1957182594375055,4.0,Female,College,Manchester,Yes
48.0,4795.668445960295,Urban,Married,-0.6495559188166602,5.072060751114196,5.0,Male,Graduate School,Manchester,Yes
41.0,3542.0390056756614,Suburban,Single,-0.06563888522126327,5.879501570683988,6.0,Female,College,Manchester,Yes
52.0,4264.397589449132,Suburban,Married,-0.4696384967545414,5.211832933418548,5.0,Female,College,Manchester,Yes
51.0,6224.810759774922,Rural,Married,0.38487155065600026,8.15784075751554,6.0,Female,High School,New Castle,No
40.0,5168.170796112361,Urban,Divorced,,5.975387407825912,4.0,Female,Graduate School,New Castle,Yes
57.0,5389.197830064473,Rural,Married,0.6409279367368415,6.586705592623085,4.0,Female,High School,New Castle,No
58.0,5681.0256691137465,Urban,Divorced,0.5303735407413621,5.048914690306368,4.0,Female,High School,London,Yes
38.0,4087.2798573513364,Suburban,,-0.8129172814864629,6.729547039173414,5.0,Male,High School,London,Yes
45.0,4989.13991187594,Rural,Married,0.4990312765933021,6.497777390543952,4.0,Female,College,London,No
50.0,5239.110596805531,Rural,Married,0.4286771993705535,5.583952344443913,5.0,Female,Graduate School,London,No
32.0,4939.256830033448,Urban,Divorced,-0.30039216349926734,7.212573006196832,7.0,Female,High School,London,Yes
38.0,6158.119474284958,Suburban,Married,0.8643397776218172,7.7757095213892455,6.0,Male,High School,London,No
52.0,4096.345310038529,Urban,Single,0.9762608246970552,3.0094046012652065,2.0,Female,High School,London,Yes
51.0,4578.115112445205,Urban,Divorced,0.4112627013073787,5.672904326935417,3.0,Female,College,New Castle,Yes
50.0,5693.751456731977,Suburban,Married,-0.08771450007422435,5.434781056826082,8.0,Female,High School,London,No
39.0,7212.116437624803,Urban,Single,-0.07188596653681917,5.513381642668107,3.0,Female,Graduate School,Manchester,Yes
48.0,6121.708242239338,Urban,Divorced,-0.15871156742238007,3.5719571938587062,4.0,Male,College,Manchester,Yes
54.0,3719.921838684446,Suburban,Divorced,-0.41416460116308984,4.694262251550294,6.0,Female,College,London,Yes
55.0,6111.873345143995,Rural,Married,0.20088521666370462,8.088234346592204,6.0,Male,Graduate School,London,No
51.0,6088.016876913724,Suburban,Married,0.11985929408434523,5.729114641580254,7.0,Female,Graduate School,New Castle,No
36.0,5245.516148798919,Suburban,Single,-0.407650116860124,7.249119837170019,4.0,Male,High School,Manchester,
45.0,3554.6468962688305,Urban,Married,0.2288243733183274,6.051602303711682,7.0,Female,High School,New Castle,Yes
,6075.084126905328,Urban,Married,-0.495393419676164,5.375421756808153,5.0,Male,College,London,Yes
44.0,6793.743374368902,Rural,Married,0.5389946237956664,7.92043900923474,6.0,Male,,Manchester,No
54.0,5232.333829435069,Rural,Married,0.42781390778801814,5.196327780040254,7.0,Female,Graduate School,London,No
49.0,7681.087436643111,Rural,Married,0.45285332941084805,9.387332501829391,,Female,College,Manchester,No
45.0,4818.650798939554,Suburban,Married,0.35161837385952166,5.830208324556407,4.0,Male,College,Manchester,No
50.0,6438.041812440885,Suburban,Married,0.23159518443421556,7.173449066299153,5.0,Male,Graduate School,London,No
46.0,5176.860862314224,Urban,Married,0.2830082176892127,4.265038587064827,3.0,Male,Graduate School,Manchester,Yes
43.0,5743.048192269156,Urban,Divorced,0.4487234154847086,5.906333119358836,4.0,Male,High School,Manchester,Yes
38.0,4778.466066592317,Urban,,0.5377953162576363,5.586914510596235,5.0,Female,High School,Manchester,Yes
40.0,4661.048576494732,Suburban,Divorced,-0.055588317081388894,7.3711739953222155,5.0,,College,London,Yes
47.0,6168.060894383829,Rural,Married,,6.812491048253284,6.0,Male,High School,London,No
60.0,5927.2672261095495,Urban,Divorced,-0.041340257625059995,4.0778408319155535,2.0,Male,High School,New Castle,Yes
58.0,4698.855725552096,Urban,Single,-0.19443819331529583,6.92076661629724,5.0,Female,High School,New Castle,Yes
51.0,7308.260250943125,Rural,Married,0.3186689552196878,8.996190289749418,5.0,Female,College,London,No
55.0,3824.6624128096764,Suburban,Married,0.139441909036726,6.393400852965908,4.0,Male,,Manchester,Yes
52.0,5624.527609531333,Rural,Married,0.26273273559764493,5.477426257399344,5.0,Female,High School,New Castle,No
60.0,5520.816862207898,Suburban,Divorced,-0.08415218700901128,4.541978408581928,3.0,Female,College,New Castle,Yes
53.0,4309.99434548816,Suburban,Single,-0.4367384886098481,4.237298644583945,5.0,Male,High School,Manchester,Yes
55.0,5517.6377798025,Urban,Divorced,-0.6339637358693843,5.709299337254395,5.0,Female,High School,Manchester,Yes
51.0,6209.586259649358,Rural,Married,-0.02616057443314737,5.276747122376168,8.0,Female,High School,London,No
53.0,6285.085002226072,Urban,Divorced,0.02498414679177592,3.8876125776769213,4.0,Female,College,New Castle,Yes
55.0,4528.458349490765,Suburban,Married,-0.25022476677874594,4.769361874371267,4.0,Male,High School,London,Yes
43.0,5973.393582179789,Rural,Divorced,-0.08363620519672893,5.439764346010426,6.0,Male,Graduate School,New Castle,No
,5584.514057224909,Rural,Single,,6.686236757152086,4.0,Female,College,Manchester,No
53.0,6769.682433515567,Suburban,Married,-0.06308593320020145,7.034369707229191,6.0,Male,Graduate School,London,No
50.0,6225.015075229623,Suburban,Married,0.02322618056730444,6.175283045579121,5.0,Female,High School,Manchester,No
46.0,5050.843510745495,Urban,Single,1.0304425580981085,5.980222811959715,5.0,Female,College,Manchester,Yes
45.0,6544.241853353456,Suburban,Divorced,-0.029286736611487035,5.125723132125197,5.0,Male,College,New Castle,Yes
53.0,5344.00299669584,Suburban,Married,0.4121585265877942,6.459307950807497,4.0,Female,High School,,Yes
,4095.621941700854,Suburban,Divorced,0.4789274247811612,5.029436813126637,5.0,Male,College,London,Yes
,2917.8314098006094,Suburban,Single,0.9276738884872566,5.286287710424895,6.0,Female,College,New Castle,Yes
61.0,5050.835013422316,Urban,Divorced,-0.3839844897980029,5.282630551667474,5.0,Male,High School,London,Yes
46.0,4232.536046916546,Rural,Divorced,-0.45474573540703855,5.427353137049609,4.0,Male,Graduate School,Manchester,Yes
48.0,5925.698659464385,Suburban,Divorced,-0.7005472173326273,4.7609547682503575,4.0,Male,Graduate School,Manchester,Yes
60.0,3816.0847205412,Urban,Divorced,-0.2863773861459581,4.735310954030297,4.0,Female,College,London,Yes
51.0,5945.720939109394,Urban,Single,0.37635751800727035,6.3523739427715915,4.0,Female,High School,New Castle,No
43.0,4959.965031572599,Suburban,Married,0.48927238907739556,5.192793547150754,6.0,Female,Graduate School,London,No
48.0,5327.683724521043,Rural,Married,0.6149072744319153,5.8790417847192495,5.0,Female,College,Manchester,No
47.0,5434.1885982745625,Rural,Married,0.35613331128139925,6.103731326783524,4.0,Male,Graduate School,New Castle,No
46.0,6201.618237967885,Urban,Divorced,0.02308074080327109,4.702305718045221,3.0,Male,College,New Castle,Yes
56.0,4461.513018351681,Suburban,Divorced,-0.4650104232414438,5.125462645679232,5.0,Male,High School,London,Yes
57.0,4619.96588714532,Rural,Married,0.15223073895316494,5.5937506548862075,4.0,Male,High School,Manchester,No
32.0,4250.602373159674,Suburban,Divorced,-0.18718805518019005,8.215688411039059,6.0,Male,College,Manchester,Yes
46.0,4626.130515181343,Urban,Divorced,-0.19731593182427953,5.367095703733748,5.0,Female,College,Manchester,Yes
46.0,4343.539532017806,Suburban,Single,0.2369455325797382,7.256933690305666,4.0,Female,High School,London,
69.0,5714.706840352246,Suburban,Divorced,-0.7193624416001871,4.96752096553922,,Male,Graduate School,London,
47.0,3971.255921680147,Suburban,Divorced,-0.15818181974851336,5.61130883829165,7.0,Male,Graduate School,London,Yes
41.0,3037.512174512102,Urban,Divorced,0.3604510628662132,7.191008174029523,7.0,Female,Graduate School,Manchester,Yes
41.0,6590.585393183909,Suburban,,-0.2570416624430533,4.8291812492154556,8.0,Male,College,Manchester,No
42.0,5296.473074537336,Rural,Single,0.4949102286830427,6.22073211627781,6.0,Male,High School,New Castle,No
51.0,5199.270511269679,Suburban,Divorced,0.41821935365257684,3.746712283515923,4.0,Female,High School,London,Yes
40.0,6006.701875509023,Rural,Married,0.16530651757179007,6.566261317547883,6.0,Female,Graduate School,New Castle,No
51.0,6441.231110216915,,Married,0.2040368212899426,7.235264615036672,4.0,Male,High School,New Castle,No
55.0,5276.0699633909,,Single,0.5351154165839898,6.830767662917273,4.0,Male,High School,New Castle,No
41.0,6086.910772753273,Urban,Married,0.621218719565297,7.963839051728549,4.0,Female,College,Manchester,No
36.0,4585.639402780504,Suburban,Divorced,-0.8459352559300779,5.40804172209804,6.0,,College,London,Yes
53.0,5387.3802847237,Urban,Divorced,-0.6276009003436921,4.715992117966752,3.0,Male,College,Manchester,Yes
57.0,6370.232849450711,Suburban,Married,0.16521005293414256,7.672011792680502,5.0,Female,Graduate School,Manchester,No
56.0,6396.238772850634,Rural,Single,0.029540155619538266,6.248090207394585,7.0,Male,High School,London,No
58.0,5962.150435319324,Urban,Single,0.18367330318180158,4.104445641065882,2.0,Female,High School,London,Yes
53.0,4190.42066373891,Urban,Single,0.48928853858803156,4.528050283847036,5.0,Female,High School,New Castle,Yes
43.0,5210.540960911166,Suburban,Divorced,-0.21170006389868057,5.7796523074487345,4.0,Female,High School,Manchester,Yes
54.0,5240.051302739124,Suburban,Single,0.7204900214056342,5.732454543949566,4.0,Male,High School,New Castle,No
46.0,4775.497190558473,Urban,Married,-0.5397139065884611,3.999666311019476,4.0,Male,Graduate School,Manchester,Yes
25.0,4751.673743875851,Urban,Married,0.3135835733277155,5.641566493137101,6.0,Female,Graduate School,London,Yes
44.0,6395.502840183159,Suburban,Single,0.043334766679051964,7.7738996199748085,5.0,Female,College,London,No
40.0,6219.009002367606,Urban,Married,0.6335728117798328,8.293438130416575,4.0,Female,College,New Castle,No
50.0,4662.841235895494,Urban,Divorced,0.3012790963648178,5.226814036967767,3.0,Female,College,London,Yes
45.0,6632.990990384404,Suburban,Divorced,-0.34604247947077255,5.020467232163122,3.0,Male,,New Castle,Yes
31.0,6022.062359297944,Urban,Divorced,0.09716828547655221,6.542445041018943,5.0,Female,Graduate School,Manchester,Yes
52.0,6745.930852710975,Urban,Single,-0.5476774728347318,4.657263657717439,4.0,Male,College,New Castle,Yes
61.0,4769.46071968896,Urban,Single,0.21520791617428425,4.89473203732139,3.0,Female,Graduate School,New Castle,Yes
56.0,4769.125192922313,Urban,Divorced,0.6331807301569872,4.747088864830479,6.0,,College,London,Yes
46.0,6533.514700089545,Suburban,Married,0.2040717291297519,6.3684615080694815,5.0,Female,High School,Manchester,No
43.0,5206.676440320636,Rural,Married,0.8623213192689795,6.176922829423014,4.0,Female,High School,New Castle,No
48.0,2903.6586871061822,Suburban,Single,0.749125954892633,6.819453385011946,4.0,Female,College,New Castle,Yes
44.0,5417.538732720566,Rural,Married,0.6883026192889415,6.930619657628167,8.0,Male,Graduate School,New Castle,No
51.0,6013.495373988624,Urban,Single,-0.04209477264132072,4.231288461246514,2.0,Female,College,Manchester,Yes
39.0,5235.133193199438,Rural,Single,0.2694772029134739,3.9049756251984933,7.0,Female,College,London,No
45.0,4862.343631310603,Suburban,Divorced,1.1766097641882276,7.18647446081,5.0,Male,College,New Castle,Yes
53.0,4977.853980426744,Rural,Single,-0.10674524503139576,3.9972630959171687,6.0,Female,High School,London,No
44.0,5379.324114858056,Urban,Single,0.047240655417053065,7.00283442266454,3.0,Female,College,London,Yes
54.0,4958.590078715467,Suburban,Divorced,-0.5750900652975557,3.8842054526137466,4.0,Male,High School,London,Yes
40.0,4927.249412273879,Urban,Divorced,0.39555188426701904,4.82088310824941,3.0,Male,High School,Manchester,Yes
51.0,4341.057003552714,Urban,Single,0.3496879323499492,4.4008048833377575,6.0,Male,High School,London,No
53.0,5375.744650756283,Urban,Single,0.38263994987907857,4.6346151091984575,3.0,Female,High School,New Castle,Yes
44.0,3877.85462862406,Urban,Single,0.48480444168005027,4.635322084932655,4.0,Male,College,London,Yes
39.0,5704.343194739417,Suburban,Divorced,0.8602546877005339,9.044038563979466,2.0,Female,Graduate School,London,No
42.0,6107.523447336216,Suburban,,0.2546123268742717,7.079336457904034,6.0,Male,High School,New Castle,No
53.0,5893.009179122138,Rural,Married,0.40396666250666063,6.6751852311531295,6.0,Male,High School,Manchester,No
51.0,7235.253638960321,Rural,Married,0.057375555001030296,7.187785682685313,6.0,Female,College,Manchester,No
50.0,5695.327110312573,Rural,Married,0.4052274461872296,6.185614481842532,6.0,Male,Graduate School,New Castle,No
55.0,5644.75784675302,Rural,Married,0.7092992217995743,7.046426371006211,6.0,Male,High School,New Castle,No
55.0,6363.540016133859,Suburban,Single,0.41880592249027915,4.931574389876339,5.0,Male,Graduate School,London,No
46.0,6223.344272207316,Rural,Married,0.47806337244106367,6.78334142316983,3.0,Male,College,London,No
58.0,4958.708119927489,Suburban,Single,0.2610589011012333,4.357278925563671,3.0,Male,College,,Yes
46.0,2951.390126214867,Urban,Single,0.11758655452518012,5.731346737103493,5.0,Male,Graduate School,New Castle,Yes
46.0,6809.498868672708,Suburban,Single,0.46960998023207134,8.661181655556913,5.0,Male,Graduate School,New Castle,No
52.0,4965.366842920311,Rural,Divorced,0.5744878619972379,6.578272596871802,9.0,Female,Graduate School,Manchester,No
52.0,4780.508337252008,Suburban,Married,0.013656262756294474,4.749416435708747,4.0,Female,High School,Manchester,Yes
61.0,4238.586892248258,Urban,Divorced,-0.38162280531549453,3.5392670253546683,4.0,Male,High School,New Castle,Yes
36.0,6268.581784775211,,Divorced,-0.35021436149989543,5.440282429468676,5.0,Female,College,Manchester,Yes
53.0,4341.108649102827,Urban,Divorced,-0.20441896536658394,4.124979737004254,5.0,Male,College,Manchester,Yes
40.0,2051.2042432444405,Suburban,Single,0.3957735004634528,7.142168005123775,7.0,Male,Graduate School,New Castle,Yes
59.0,4054.8773331414723,Urban,Single,-0.6418800104543525,5.874788730617144,4.0,Female,Graduate School,New Castle,Yes
39.0,6495.998533871396,Urban,Single,-0.2177909065410702,4.110176865214287,4.0,Female,High School,London,Yes
42.0,6789.748485608246,Suburban,Divorced,0.4810884497888263,6.685726636442839,2.0,Female,Graduate School,Manchester,Yes
52.0,3408.2274729780656,Suburban,Single,-0.9296083690718155,5.349613029524926,5.0,Female,High School,Manchester,Yes
38.0,4895.62486691561,Urban,Divorced,-0.3592309534436786,6.245997565714471,4.0,Female,College,Manchester,Yes
47.0,5479.7470853100995,Suburban,Single,-0.009944011466778674,4.715523865112166,4.0,Male,High School,Manchester,Yes
58.0,6401.267578066863,Rural,Married,-0.00191641735777337,7.7896126115090825,6.0,Female,College,New Castle,No
44.0,4763.88738184548,Suburban,Married,-0.290283856611456,5.6991598687841085,5.0,Female,Graduate School,London,Yes
55.0,5190.078824473511,Suburban,Married,0.2919175873237084,4.852441675980574,,Female,College,New Castle,No
